t iter diff m1 m2 c1x c1y c1z c2x c2y c2z vc1x vc1y vc1z vc2x vc2y vc2z v1x v1y v1z v2x v2y v2z 
0.09999999999999999 11 0.02617394393989685 0.0297255716246173 0.001524428375382693 0.4999979570268498 0.4833453269171137 0.01562876323684469 0.5000398369288329 0.8247575849443505 0.01555161881123862 -2.483119647678222e-05 -0.0001293609164454423 -4.699285582540624e-06 0.0004841955982159973 0.002522471537236282 9.163365916695781e-05 0.006081949137895861 -0.0001581189779144153 -0.0001893504555984392 0.002168156159654629 0.002576670767548557 -0.002362211205263112 
0.11 12 0.02332417735485497 0.02972557162461732 0.001524428375382693 0.4999977081455666 0.4833440479488327 0.01562871404069503 0.5000446899862336 0.824782524169998 0.01555257811093016 -2.488812832490694e-05 -0.0001278968281059889 -4.919614965750996e-06 0.0004853057400722172 0.002493922564750228 9.592996915389757e-05 0.006687446496271524 -0.0001569832854724892 -0.000186584169096596 0.002411216143596436 0.002563028981084528 -0.002364286861539368 
0.12 13 0.01947548898761521 0.02972557162461731 0.001524428375382693 0.4999974594003988 0.4833428066980555 0.01562866373324625 0.500049540389457 0.8248067279236684 0.01555355908038465 -2.487451677968266e-05 -0.0001241250777161973 -5.030744877967952e-06 0.0004850403223399802 0.002420375367040428 9.809694544882924e-05 0.007290047272798978 -0.0001544666674138206 -0.0001840957596737503 0.002656355052949499 0.002526084529368615 -0.002365114662649685 
0.13 14 0.01718640454012746 0.0297255716246173 0.001524428375382692 0.4999972104000991 0.4833415970917717 0.01562861319768893 0.5000543957676178 0.8248303146259468 0.01555454449783886 -2.490002996569096e-05 -0.0001209606283858466 -5.053555731868165e-06 0.0004855378160750767 0.002358670227842197 9.854174542085758e-05 0.007890029070741043 -0.0001504740926492319 -0.0001818387988904945 0.00290336807004253 0.002471367188102619 -0.002364993280751275 
0.14 15 0.0137994898471216 0.0297255716246173 0.001524428375382692 0.4999969600128367 0.4833404193363291 0.01562856313366389 0.5000592781908442 0.8248532802531482 0.01555552072065552 -2.50387262423768e-05 -0.0001177755442560713 -5.00640250471196e-06 0.0004882423226382215 0.002296562720138784 9.762228166589754e-05 0.008487635015287022 -0.0001456462716869551 -0.0001797834138152991 0.003152273633180201 0.002402231328745799 -0.002364116209999685 
0.15 16 0.009988758251594685 0.02972557162461731 0.001524428375382693 0.4999967081772803 0.483339276924123 0.0156285140119986 0.5000641888550583 0.8248755567053553 0.01555647856794003 -2.518355564640196e-05 -0.0001142412206056598 -4.912166528744932e-06 0.000491066421415276 0.002227645220709285 9.578472845109959e-05 0.00908220409381242 -0.0001401009342728855 -0.0001779080539342507 0.003402883161227888 0.002321184165411663 -0.002362618465170036 
0.16 17 0.008606952747107838 0.02972557162461731 0.001524428375382692 0.4999964559023827 0.4833381723436734 0.01562846599701517 0.5000691080861972 0.8248970954577183 0.01555741483549588 -2.522748975830602e-05 -0.0001104580449606818 -4.801498343365296e-06 0.0004919231138877933 0.002153875236299285 9.362675558507311e-05 0.00967461207278824 -0.0001341142678051432 -0.0001761957087905346 0.003655104758562315 0.002230378051159643 -0.002360599668674824 
0.17 18 0.009144931470530242 0.02972557162461731 0.001524428375382693 0.4999962025242177 0.4833371045311746 0.01562841913378598 0.5000740488304888 0.8249179172538911 0.01555832864443454 -2.533781649494138e-05 -0.0001067812498811715 -4.686322918612262e-06 0.0004940744291581645 0.002082179617279856 9.138089386608039e-05 0.01026550234239831 -0.0001279115202416715 -0.0001746320120726462 0.003908923352505475 0.00213269181887292 -0.002358134700519352 
0.18 19 0.008939302685712129 0.0297255716246173 0.001524428375382692 0.4999959488803482 0.4833360765018665 0.0156283733882086 0.5000789947558812 0.8249379632982544 0.015559220659736 -2.536438695743826e-05 -0.0001028029308125511 -4.57455773782145e-06 0.0004945925392463302 0.002004604436334212 8.920153014620874e-05 0.01085430961293408 -0.0001216355500385185 -0.0001732043532442984 0.004164177415958006 0.002030142695976637 -0.002355286157978723 
0.19 20 0.008211953194797419 0.02972557162461731 0.001524428375382692 0.4999956940369472 0.4833350916682762 0.01562832864592146 0.5000839640715191 0.8249571670482596 0.01556009311139229 -2.5484340093751e-05 -9.848335902895577e-05 -4.474228713913231e-06 0.0004969315637870508 0.001920375000519225 8.724516562825385e-05 0.01144123473534192 -0.0001153680213014911 -0.0001719015368442163 0.004420782894708775 0.001924077293851217 -0.002352105023350805 
0.2 21 0.007220205122065396 0.02972557162461731 0.001524428375382693 0.4999954376341805 0.4833341526196973 0.01562828480224124 0.5000889637939968 0.8249754780140236 0.01556094804067451 -2.564027667406599e-05 -9.390485789517733e-05 -4.384368022455898e-06 0.0004999722477694313 0.001831096576399016 8.549292822221388e-05 0.01202604239113805 -0.0001090875729242006 -0.0001707134333265227 0.004678678313863539 0.001815390485064019 -0.002348633903514245 
0.21 22 0.007163075253723896 0.02972557162461732 0.001524428375382692 0.4999951796285186 0.4833332623654514 0.01562824177938685 0.5000939947721006 0.8249928375153145 0.0155617869642738 -2.580056618350923e-05 -8.902542458777418e-05 -4.302285439017339e-06 0.0005030978103781614 0.001735950129089225 8.389235992938004e-05 0.01260939933538862 -0.0001027845060325326 -0.0001696308561111545 0.00493783986382549 0.001704568726609271 -0.00234490890492615 
0.2200000000000001 23 0.006802561715953031 0.02972557162461731 0.001524428375382692 0.4999949198328354 0.4833324254742218 0.015628199512018 0.5000990606547084 0.8250091564651456 0.01556261115629263 -2.597956832439685e-05 -8.368912295386721e-05 -4.226736884799243e-06 0.0005065882607846461 0.001631894983111781 8.241920188278851e-05 0.01319097811299535 -9.642098986260168e-05 -0.0001686455058406644 0.005198157586109754 0.001591751449300978 -0.002340960498088799 
0.2300000000000001 24 0.006122201505191332 0.02972557162461731 0.001524428375382692 0.4999946576162729 0.4833316456055087 0.01562815793500243 0.5001041737432154 0.8250243635051512 0.0155634218867763 -2.622165625187911e-05 -7.798687131632676e-05 -4.157701556650739e-06 0.0005113088506925045 0.001520704000557149 8.10730483672209e-05 0.01377081617991509 -9.00493373621305e-05 -0.0001677498545596998 0.005459606756003306 0.001476935375001417 -0.002336815343373223 
0.2400000000000001 25 0.005476714177457257 0.02972557162461731 0.001524428375382692 0.4999943948521486 0.4833309249031619 0.01562811699392735 0.5001092975089014 0.8250384168313553 0.01556422021674679 -2.627641242369805e-05 -7.207023468014384e-05 -4.094107508567646e-06 0.0005123765686065873 0.001405332620407762 7.983299704916735e-05 0.01434850799077777 -8.362785910270672e-05 -0.0001669370919874582 0.00572198641370537 0.001359948503725707 -0.002332496830875645 
0.2500000000000001 26 0.004862524089465651 0.02972557162461731 0.001524428375382693 0.499994132113744 0.4833302651486456 0.01562807669908627 0.5001144207730582 0.8250512817061131 0.0155650059454853 -2.627384045883474e-05 -6.5975451629674e-05 -4.02948410749282e-06 0.0005123264156803309 0.001286487475782305 7.857287385032441e-05 0.014924556241196 -7.714424239902757e-05 -0.0001662011933266119 0.005985133885782366 0.001240646952432483 -0.002328025153566328 
0.2600000000000001 27 0.004217401462046994 0.02972557162461731 0.001524428375382692 0.499993869315582 0.4833296675183664 0.01562803704365665 0.5001195452024652 0.8250629351901092 0.01556577920602845 -2.627981620095809e-05 -5.976302792087829e-05 -3.965542962058866e-06 0.0005124429406921926 0.001165348399612132 7.732605431572809e-05 0.01549946913300096 -7.104955279532621e-05 -0.0001655368183876301 0.006248962398579735 0.001119112026599905 -0.002323418201764424 
0.2700000000000001 28 0.003764427113396189 0.0297255716246173 0.001524428375382692 0.4999936061537147 0.4833291336611953 0.01562799799099168 0.5001246767239348 0.8250733451311961 0.0155665407129701 -2.63161867353201e-05 -5.338571710811202e-05 -3.905266497336579e-06 0.0005131521469636802 0.001040994108691962 7.615069416450765e-05 0.01607286777971425 -6.442734527102364e-05 -0.0001649391885625749 0.006513500636668248 0.0009952115957042212 -0.002318691732999603 
0.2800000000000001 29 0.00361482544829195 0.0297255716246173 0.001524428375382692 0.4999933422446083 0.4833286659639081 0.01562795950248951 0.5001298228161822 0.8250824649884719 0.01556729121902633 -2.639091063461052e-05 -4.676972872319496e-05 -3.848850217008648e-06 0.0005146092247443335 0.0009119857275807774 7.505060562289223e-05 0.0166447161371856 -5.789302288728014e-05 -0.0001644039501794853 0.006778796643183287 0.000869273327190644 -0.002313859631621525 
0.2900000000000001 30 0.003435313192530379 0.02972557162461731 0.001524428375382692 0.4999930772905001 0.4833282658602374 0.0156279215443065 0.5001349892854243 0.8250902668048816 0.01556803138413059 -2.649541082089257e-05 -4.001036706946515e-05 -3.795818300650344e-06 0.0005166469242090521 0.0007801816409691575 7.401651042661384e-05 0.01721505738667473 -5.094789142175552e-05 -0.0001639270836468246 0.007044828823543011 0.0007412152534715411 -0.002308934100069155 
0.3000000000000001 31 0.003221324117169596 0.02972557162461732 0.001524428375382692 0.4999928111926601 0.4833279345905341 0.01562788409240958 0.5001401780568611 0.825096726394227 0.015568761676916 -2.660978400403913e-05 -3.312697032797907e-05 -3.745189692053175e-06 0.0005188771436737127 0.0006459589345420014 7.302927854026947e-05 0.0177839311355553 -4.443634776629017e-05 -0.0001635048558328363 0.007311589218882944 0.0006113952673956405 -0.002303926347292622 
0.3100000000000001 32 0.002924900277797808 0.02972557162461731 0.001524428375382693 0.4999925435328333 0.4833276732351685 0.01562784712495743 0.5001453972862273 0.8251018226898396 0.01556948252327696 -2.676598268025465e-05 -2.613553656272138e-05 -3.696745215497899e-06 0.0005219229366248967 0.0005096295612516677 7.208463609631455e-05 0.01835166198205805 -3.748478797793722e-05 -0.0001631338186763376 0.007579025684507798 0.0004797784536753504 -0.002298846340064828 
0.3200000000000001 33 0.002666882396807114 0.02972557162461731 0.001524428375382692 0.4999922741212073 0.4833274833390404 0.01562781062409789 0.5001506506747845 0.8251055255669629 0.01557019427132099 -2.694116259527313e-05 -1.898961280999423e-05 -3.650085953627036e-06 0.0005253388557169281 0.0003702877123368253 7.117480440282237e-05 0.01891798922835367 -3.081210855896382e-05 -0.0001628107664515491 0.007847144562311545 0.0003469560532432516 -0.002293703193700331 
0.3300000000000001 34 0.00265488475011117 0.02972557162461731 0.001524428375382691 0.4999920030420782 0.4833273659638092 0.01562777456907371 0.5001559365787999 0.8251078143237782 0.01557089732580437 -2.710791291438142e-05 -1.173752311456333e-05 -3.605502418152495e-06 0.0005285904015384091 0.0002288756815294057 7.030544833790814e-05 0.01948292675343924 -2.387174281960399e-05 -0.0001625327176528963 0.008115871705291081 0.0002130443949604138 -0.002288505098654181 
0.3400000000000001 35 0.002530251705491129 0.0297255716246173 0.001524428375382693 0.499991730316913 0.4833273213958935 0.0156277389463287 0.5001612545796763 0.825108683375286 0.01557159195106542 -2.727251651735152e-05 -4.456791574680707e-06 -3.562274500726326e-06 0.0005318000876441964 8.690515077569572e-05 6.946252610485343e-05 0.02004650472138359 -1.698594746879395e-05 -0.0001622968939485755 0.008385178478182464 7.86145602242233e-05 -0.002283259550881508 
0.3500000000000001 36 0.002323143516725932 0.0297255716246173 0.001524428375382692 0.4999914563406228 0.4833273495924054 0.01562770375175471 0.5001665969768458 0.8251081335577654 0.01557227822721117 -2.739762902659315e-05 2.819651195862249e-06 -3.519457398779013e-06 0.0005342397169538771 -5.498175206231082e-05 6.862761457518407e-05 0.0206090262763167 -1.028049578389059e-05 -0.0001621007046094334 0.008655070851605773 -5.589471075371271e-05 -0.002277973352690313 
0.3600000000000002 37 0.002213381184075993 0.02972557162461731 0.001524428375382692 0.4999911814170315 0.4833274501267708 0.01562766898722173 0.5001719578458961 0.8251061731891901 0.01557295611777767 -2.749235912813397e-05 1.005343653881496e-05 -3.476453298151272e-06 0.0005360869050230477 -0.000196036857524895 6.778905665017626e-05 0.0211702774417526 -3.43034562612885e-06 -0.0001619417318130448 0.00892552969442606 -0.0001899452272071444 -0.002272652677696351 
0.3700000000000002 38 0.002232972227979368 0.0297255716246173 0.001524428375382693 0.4999909058879238 0.4833276223567004 0.01562763465502657 0.500177330522212 0.8251028147938784 0.01557362557797853 -2.755291076406152e-05 1.722299295958685e-05 -3.433219515971975e-06 0.0005372676315951175 -0.0003358395311736651 6.6946020086181e-05 0.02173035152759855 3.200462117217992e-06 -0.0001618177196747064 0.009196263505217942 -0.0003232007982627832 -0.002267303072275404 
0.3800000000000002 39 0.002226361061202042 0.02972557162461731 0.001524428375382692 0.4999906296415333 0.4833278653434622 0.0156276007597624 0.5001827171851753 0.8250980766766224 0.01557428651824899 -2.762463904848467e-05 2.429867617670389e-05 -3.389526417180155e-06 0.0005386662963235977 -0.0004738117255986829 6.609402704600004e-05 0.02228915568945207 9.77480364279311e-06 -0.0001617265685068907 0.009467525135570325 -0.0004551061214683982 -0.002261929471436012 
0.3900000000000002 40 0.00219751900327596 0.02972557162461731 0.001524428375382692 0.4999903529103997 0.483328177725697 0.01562756730623616 0.5001881133003758 0.825091985383221 0.01557493884485634 -2.767311336193679e-05 3.12382234801678e-05 -3.345352623737585e-06 0.0005396115200562157 -0.0006091293401344622 6.523266073525658e-05 0.02284679549364285 1.614581942141074e-05 -0.0001616663211798953 0.009739093037782292 -0.0005848385248100369 -0.002256536352087166 
0.4000000000000002 41 0.002148501281575107 0.02972557162461731 0.001524428375382693 0.4999900759009741 0.4833285579655704 0.01562753430076196 0.5001935148421276 0.8250845709006727 0.01557558243467875 -2.770094256199229e-05 3.802398734209511e-05 -3.300547420440059e-06 0.0005401541751770544 -0.0007414482548373513 6.435898224060183e-05 0.02340327350291001 2.235284704622304e-05 -0.0001616351471207223 0.01001099753438152 -0.0007120777815609748 -0.002251127838609138 
0.4100000000000002 42 0.002075436687104053 0.02972557162461731 0.001524428375382693 0.4999897983665588 0.4833290049324966 0.01562750174945243 0.5001989266209159 0.8250758552748042 0.01557621716852306 -2.775344153382875e-05 4.469669262485709e-05 -3.255130952978247e-06 0.000541177878832233 -0.0008715625868460641 6.347338443058598e-05 0.02395862066802793 2.841724245205806e-05 -0.0001616313393383988 0.01028321722786034 -0.0008361883985006059 -0.002245707577523909 
0.4200000000000002 43 0.001986061716155129 0.0297255716246173 0.001524428375382691 0.4999895202940099 0.4833295170413135 0.01562746966026836 0.5002043488930354 0.8250658694154801 0.0155768428911577 -2.780725488760183e-05 5.121088168524857e-05 -3.208918406688577e-06 0.0005422272119526284 -0.0009985859324102009 6.25722634641987e-05 0.02451286144923803 3.435631658886792e-05 -0.0001616533045382456 0.01055573165187984 -0.0009566826166243728 -0.002240278919730678 
0.4300000000000002 44 0.001876133985708452 0.02972557162461731 0.001524428375382693 0.4999892417117632 0.4833300921593393 0.01562743803977429 0.5002097811039898 0.8250546549088804 0.01557745947457784 -2.785822467155086e-05 5.751180258140032e-05 -3.162049407728906e-06 0.0005432210954392502 -0.001121450659968826 6.165834201387471e-05 0.025066016949042 4.017134455211138e-05 -0.0001616995493425965 0.01082852297377177 -0.0010731450796142 -0.002234844897680886 
0.4400000000000002 45 0.001720740908681079 0.02972557162461731 0.001524428375382692 0.4999889625132422 0.4833307278680126 0.01562740689410086 0.5002152253319804 0.8250422589157291 0.0155780667992386 -2.791985210248704e-05 6.357086732577955e-05 -3.114567342227259e-06 0.0005444227990536454 -0.001239599315128181 6.073246607667115e-05 0.0256181118964947 4.58234194258481e-05 -0.0001617686878213192 0.01110156422471364 -0.001185223308122686 -0.002229408187509589 
0.4500000000000002 46 0.001575142103731666 0.0297255716246173 0.001524428375382693 0.4999886829838431 0.4833314214552716 0.01562737623084912 0.500220676011928 0.8250287343198391 0.01557866471692422 -2.795293990165426e-05 6.935872590707604e-05 -3.066325173980977e-06 0.0005450679947616166 -0.0013524595889991 5.979176856147489e-05 0.02616897803067998 5.126048090660862e-05 -0.0001618594230345295 0.01137479675603549 -0.00129259012417029 -0.002223971244647847 
0.4600000000000002 47 0.001502943664586109 0.0297255716246173 0.001524428375382692 0.4999884034118763 0.4833321701085398 0.01562734605441132 0.5002261275219247 0.8250141359650069 0.0155792531419875 -2.795719667991747e-05 7.486532682121627e-05 -3.017643779995582e-06 0.0005451509996756698 -0.001459835483219596 5.884250632859356e-05 0.02671881851392834 5.645104637830345e-05 -0.0001619705553373576 0.01164819595577521 -0.001394999492569991 -0.002218536294289878 
0.4700000000000003 48 0.001516249931920589 0.02972557162461731 0.001524428375382693 0.4999881242580347 0.4833329710262356 0.01562731636481593 0.5002315708786885 0.8249985184806257 0.01557983207387336 -2.791538415980455e-05 8.009176957202158e-05 -2.968959539675908e-06 0.000544335676377905 -0.001561748438128063 5.78931885857753e-05 0.02726767809981228 6.139444413254751e-05 -0.0001621009580619808 0.01192170839143935 -0.001492264385659088 -0.002213105361114247 
0.4800000000000003 49 0.001512650285533045 0.02972557162461731 0.001524428375382692 0.4999878454051254 0.4833338213349211 0.01562728716567141 0.5002370083674306 0.8249819378972736 0.01558040144221864 -2.788529093189496e-05 8.503086855737862e-05 -2.919914451546268e-06 0.0005437488742043861 -0.001658058335207713 5.693683452750314e-05 0.0278155688730671 6.641549912954318e-05 -0.0001622495865620468 0.01219531302357487 -0.001584264808319401 -0.002207680292172465 
0.4900000000000003 50 0.001491128279812124 0.02972557162461731 0.001524428375382694 0.4999875666564496 0.4833347180955159 0.01562725845861307 0.5002424438236699 0.8249644515255238 0.01558096121513602 -2.78748675808238e-05 8.967605947263202e-05 -2.87070583415705e-06 0.0005435456239322178 -0.00174863717498086 5.597729173852789e-05 0.02836234039568752 7.081260784009338e-05 -0.000162415455532028 0.01246900273482198 -0.001670894158733659 -0.002202262744931969 
0.5000000000000002 51 0.001452465821996743 0.02972557162461732 0.001524428375382693 0.499987288119679 0.4833356584301904 0.01562723024000439 0.5002478751478693 0.8249461154815535 0.01558151146353532 -2.785367705926411e-05 9.403346745706642e-05 -2.82186086823788e-06 0.0005431324199389742 -0.001833604397027955 5.502483992995966e-05 0.02890815937025139 7.47822031216172e-05 -0.0001625976534457369 0.01274273487434199 -0.001752299978659755 -0.002196854253915454 
0.5100000000000002 52 0.001433685977002212 0.02972557162461731 0.001524428375382693 0.4999870098319262 0.4833366394145877 0.01562720250658144 0.5002533016163532 0.8249269867888395 0.01558205225106166 -2.782877528417771e-05 9.809843972141685e-05 -2.773342294357106e-06 0.0005426468483893387 -0.001912869271403217 5.407875263360729e-05 0.02945305079517129 7.901828617767935e-05 -0.0001627953157252346 0.01301650483828816 -0.00182839858295169 -0.002191456224850224 
0.5200000000000002 53 0.001440060773224268 0.02972557162461731 0.001524428375382693 0.4999867318071236 0.4833376581656241 0.01562717525366737 0.5002587229574341 0.8249071216660202 0.01558258366891143 -2.780248025691101e-05 0.000101875103647453 -2.725291407476571e-06 0.0005421341080946718 -0.001986512281926256 5.314178497736743e-05 0.02999702428692246 8.260322357009951e-05 -0.0001630076420459248 0.01329030058352871 -0.001899286562636604 -0.002186069957160662 
0.5300000000000002 54 0.001446154446328332 0.02972557162461731 0.001524428375382693 0.4999864538065294 0.4833387119183897 0.0156271484750404 0.5002641438264684 0.824886574027434 0.01558310583840569 -2.780005942115693e-05 0.0001053752765600713 -2.67786269651793e-06 0.0005420869034322706 -0.002054763858616582 5.221694942530303e-05 0.03053998986048962 8.615119583791607e-05 -0.0001632338715126909 0.01356410731728041 -0.001965185185617096 -0.002180696606188913 
0.5400000000000003 55 0.001455291843821128 0.0297255716246173 0.001524428375382693 0.4999861759866829 0.4833397980247192 0.01562712216063821 0.5002695611710198 0.8248653955109447 0.01558361895575511 -2.778198465169801e-05 0.0001086106329428738 -2.631440219544312e-06 0.0005417344551394976 -0.002117851648930635 5.131173494224428e-05 0.03108204491791022 8.91706461943821e-05 -0.0001634733003367376 0.01383792187864803 -0.002026222654398143 -0.002175337214434947 
0.5500000000000003 56 0.001466452634774991 0.02972557162461731 0.001524428375382693 0.4999858982964951 0.4833409137777572 0.01562709629720906 0.5002749759872813 0.8248436388988323 0.01558412327936123 -2.776901877332705e-05 0.0001115753038016809 -2.586342914834283e-06 0.0005414816261484212 -0.002175661211245572 5.043236061177264e-05 0.03162320957733723 9.231231016499706e-05 -0.0001637252576658994 0.01411170771400858 -0.002082622502925931 -0.002169992728141885 
0.5600000000000003 57 0.001482151520611746 0.02972557162461731 0.001524428375382692 0.49998562060681 0.4833420563997377 0.01562707087014283 0.5002803907937496 0.8248213583561308 0.0155846190941141 -2.776896851908184e-05 0.0001142621980476655 -2.542706622685187e-06 0.0005414806468317934 -0.00222805427014805 4.958147528794088e-05 0.03216347299769402 9.491764719684031e-05 -0.0001639891225067148 0.01438548802791487 -0.002134615922176514 -0.002164663971878178 
0.5700000000000003 58 0.001500533369889512 0.0297255716246173 0.001524428375382693 0.4999853429302621 0.4833432235211889 0.01562704586267983 0.5002858053440471 0.8247986000863075 0.01558510672681944 -2.776765478107457e-05 0.0001167121451206565 -2.50074630066266e-06 0.0005414550297455634 -0.002275826982334195 4.876327053364438e-05 0.03270283930442199 9.760869065835194e-05 -0.0001642643057072778 0.01465925196463594 -0.002182506415463363 -0.002159351617552528 
0.5800000000000003 59 0.001523796785630584 0.02972557162461731 0.001524428375382692 0.4999850652002494 0.4833444127420545 0.0156270212573755 0.5002912209368816 0.8247754108892325 0.01558558651763685 -2.777300127099203e-05 0.0001189220865616125 -2.460530432873975e-06 0.0005415592834512317 -0.0023189197075002 4.797908174040272e-05 0.03324130099823815 9.981244497498653e-05 -0.0001645502619857539 0.01493302315221107 -0.002226558982649799 -0.002154056277014065 
0.5900000000000003 60 0.001550845752407474 0.02972557162461732 0.001524428375382693 0.4999847870986179 0.4833456218741527 0.01562699703965426 0.5002966437760888 0.8247518334333376 0.01558605875078246 -2.781016315567264e-05 0.0001209132098223265 -2.421772123811783e-06 0.0005422839207236407 -0.002357745589487426 4.722331456118167e-05 0.03377886912523984 0.0001021152488587448 -0.0001648464719239035 0.01520678418621493 -0.002267064554033252 -0.002148778455743302 
0.6000000000000003 61 0.001582457162591514 0.0297255716246173 0.001524428375382692 0.4999845085080608 0.4833468488645267 0.01562697319472005 0.5003020761491047 0.8247279077502228 0.01558652371477255 -2.78590557123426e-05 0.0001226990374025849 -2.384493420770628e-06 0.0005432373015867853 -0.002392568311482268 4.649639900912439e-05 0.03431554024518058 0.0001039783930531876 -0.0001651524498508672 0.01548056439584181 -0.002304296917842679 -0.002143518660649602 
0.6100000000000003 62 0.001616326845230009 0.02972557162461729 0.001524428375382693 0.4999842294767242 0.4833480920755845 0.01562694970848822 0.5003075171170867 0.8247036657720894 0.01558698168425004 -2.79031336536395e-05 0.0001243211057821991 -2.348623182740761e-06 0.0005440967981940048 -0.002424197813333251 4.579694774901888e-05 0.03485132705222103 0.0001059583583995549 -0.0001654677226833004 0.01575434332590411 -0.002338544376973329 -0.002138277358875127 
0.6200000000000003 63 0.001652279558273943 0.02972557162461731 0.001524428375382692 0.4999839499348083 0.483349350008994 0.01562692656750423 0.5003129680410968 0.824679136715638 0.0155874329215715 -2.795419158929668e-05 0.0001257933409437584 -2.314098399708309e-06 0.0005450924010164115 -0.002452905645144998 4.512373214578952e-05 0.03538616472440887 0.0001075380297842815 -0.0001657918400632109 0.01602816795265735 -0.002370088080696741 -0.002133054925044104 
0.6300000000000003 64 0.001688625293112413 0.0297255716246173 0.001524428375382691 0.4999836698559658 0.4833506213289955 0.01562690375848043 0.5003184294349106 0.8246543466275221 0.01558787768583972 -2.800788425072476e-05 0.0001271320001550169 -2.280902380163985e-06 0.0005461393813743776 -0.002479008811584471 4.447642682238462e-05 0.03592012399072039 0.0001092516281890961 -0.0001661243611014802 0.01630197833251498 -0.002399215486918778 -0.002127851697963372 
