cl,vf,r,x,y,z,vx,vy,vz,p,xx,xy,xz,yy,yz,zz
12,3.7336237658628111452e-05,0.020733883198843273271,1.8794991949451163027,0.64625014081307341485,0.2041236202890178153,-0.063914111148063654233,-0.097507285821142014592,-0.034381567692720674256,-0.025857437900071059828,3.5326262350896699971,1.2146130662952738799,0.38364662487656508993,0.41772726311405911082,0.1319247607650012033,0.041762829819232946682
13,0.00012826955091315054929,0.031285636015182562153,1.9296754677641534403,0.64395459561146650707,0.87156140876284760033,-0.0012016449690569713619,-0.1237217095639170511,-0.05323096411239303799,-0.022683607764849570559,3.7238873605992055538,1.2425669286283103077,1.6817904900580358252,0.41494448461361688185,0.56128730397209192216,0.75977585149116810825
14,1.5785515261196250843e-05,0.015561688498728290173,1.9899717513971428851,0.69323334348468512722,0.47306483042968378028,-0.00048896577940280006296,-0.058650163426633532271,-0.019639812824449317391,-0.010883179403835589738,3.9600234889193894894,1.3795156913329451598,0.94138460839659399149,0.48064415252633102549,0.32795456545530077275,0.22385556458252314771
15,4.0345913361301563116e-05,0.021276669494326817117,1.6627744397927337605,0.087888273760815219249,1.0322431639017730642,0.083495268609535974735,-0.0099512782850148320812,0.020859611341393431011,0.22868723587718431389,2.7649400257942704506,0.146129274004189319,1.7163585166308656937,0.0078203021085070951318,0.090740931215950837441,1.0656250544819183546
16,5.3391708866619622923e-05,0.023359402895213165346,1.9866948747096835337,0.67036434251995014044,0.50251163010597754699,-0.021465888670929939019,-0.012452834708308033185,-0.0077154598389575675121,-0.012601278218990921362,3.9470250873951950865,1.3318119326445010397,0.99833151199585512536,0.44951137058030471438,0.33688014958528139653,0.25272707942107519585
18,0.00017315573377847589273,0.034576637428308645839,1.7225499250307907406,0.65203048451111023098,0.36698532214354145919,0.035373697747050368567,0.014340947653741683773,0.1267113523273904474,-0.028827601930098551569,2.9674482985118957323,1.1231838503337017166,0.63217345610996089622,0.42531790271021402416,0.23931157720545631618,0.1350205425439873208
19,8.6588636301286649459e-05,0.027444633164295111766,1.5332504796803925196,0.68585047386120334689,0.85474909057370151988,-0.060324896935409773324,0.029975719969826852135,0.060109801818407943008,-0.026949140996936148118,2.3510775208070402442,1.0516200000440913964,1.3105218035615167071,0.47053615413607846607,0.58621082041197769552,0.73073630809626421989
21,0.00050985273288349822977,0.049558564025843666878,1.9665657825638667155,0.72369607827736259775,0.54183507461195312693,-0.028538768034519650107,-0.093239597825605327608,-0.040322945869906458294,-0.032449679647302373531,3.8678457216777033523,1.4232633717616112179,1.0656218485693207398,0.5242307982574480052,0.39203300407211494338,0.29432487956353631242
22,0.00016695900795352265882,0.034159152100680538477,1.9008167418306238794,0.66604332085186646051,0.4696310609536878955,-0.10202314193109092433,-0.13671503475656618387,0.017401716432606594009,-0.02812919946769297519,3.6133817189421573168,1.2660063715490499359,0.89266871492027133339,0.44381226184830530057,0.31283097028114731364,0.2208287333124727414
23,1.4357035773537886244e-05,0.015077363003986654633,1.1904069697303727438,0.030225545347896020515,0.24451886436038536288,0.00376131740466501387,0.028509295916682608762,-0.20326249566256823775,0.11482995938475283604,1.4171174451030039698,0.035990827570427506854,0.29105895155631994475,0.00097001308664650912495,0.007365162481820252717,0.059875503856190136209
24,0.00027046551963177348915,0.040118168597871824155,1.8977406528741582736,0.67187972701308595891,0.74948397857706283709,-0.027629919035027518392,-0.1419332730852560509,-0.06934689412597673519,-0.028883134604640304383,3.6018573948604872825,1.2750371895807126599,1.4223975539271367374,0.45163573620008201637,0.50359635079017572856,0.5621447193981531365
25,6.2910993495148351262e-05,0.024672470864022178622,1.8716516485035437078,0.70667202490042602125,-0.07398159447789955101,-0.1180708160016403635,-0.10162054012496521405,-0.12832322380422253594,-0.023318512444179831378,3.5032055245210367289,1.322659632640022398,-0.13847086176775288968,0.49949304285888507238,-0.052264087059298802718,0.0056493059749268721703
26,2.7801064497865724375e-06,0.0087228339522601016504,1.9944904234075311322,0.67322261107688174953,0.48879328826854329115,-0.01097657681593171286,0.019806259061299361091,-0.044092180291005207693,0.020381499413918157532,3.9779950962674681669,1.3427359342843387946,0.97489393369513321908,0.45326261650689952942,0.32907150939661522493,0.2389515742069589499
27,0.00019368296093712637274,0.035892270778236610995,1.2925993925615748559,0.59575964924709379211,0.96852592006383930734,-0.10100768417513515673,-0.18773390631232256265,-0.011241205637748080681,-0.024233508109961682947,1.6711377912878286889,0.77005115577439198216,1.2520482434386184245,0.35522512613197948506,0.57692504929529830893,0.93832886182596753066
28,1.151192700035159359e-06,0.0065015934002349692541,1.9947914497255843091,0.67690732065173064846,0.84933554606878036708,0.0040832463256345761723,-0.095658697584651147805,-0.32071905910592074518,0.013748809946950362598,3.9791929301580548639,1.3502889343352388885,1.694247283068043286,0.45823061650755192442,0.57492530110706108193,0.72139193528600464855
34,9.5901478401067250825e-06,0.013179903515301702108,1.4157470042402562349,0.71722696862176449351,0.77177832251624778337,-0.068092700924870325219,-0.043768903943316207761,0.048909850253336217829,-0.012714349287941647745,2.0043823750058975541,1.0154121105328333119,1.0926389657998063498,0.5144539392675091527,0.55354403020342690667,0.59569015112195400352
36,4.4473459871537293468e-05,0.021978806354470088735,1.3125580818552209372,0.45184355461894648576,0.44095457653110747831,-0.41786333710932710428,0.11363435352838842374,0.10979958020253187401,0.022599820928814250837,1.7229326226908681097,0.59305601065367596902,0.5787664810611998778,0.20427354027361183109,0.19925707033037953764,0.19453483447130767714
37,1.5821025955023287094e-06,0.0072285081980776591179,1.4599263359479706104,0.27726839002483838481,0.24347966648312105442,-0.12384907432399784588,0.016978128304314249464,-0.33847364976971311412,0.090983816990722540807,2.1314094954732483167,0.40479096393887370464,0.35546147555317675337,0.076891991294731773521,0.067509957047893906501,0.059303025093970201942
38,3.7504401009251567267e-05,0.020764965223981760034,1.4154938500918894384,0.52507046521136302442,0.80657188616671793291,-0.22508760057273430322,0.10127381355457992784,-0.11789913906502254293,0.029944484473100798499,2.0037132527047876174,0.74323925125834322536,1.1416958786258004643,0.2757997381327904618,0.42351102304121995834,0.65065765517143092644
41,1.1367543998431379213e-05,0.01394845197597276501,1.5764357979009722133,0.23012168509184266485,0.91405359646351502789,0.0011882853186568392758,0.2826228493726875568,-0.032396469496409674438,0.14061045989717593785,2.4852004530141758032,0.36276967716712954504,1.4409482732848557518,0.053001538408359055721,0.21033818931296946464,0.83554234658909265487
42,9.3797619496224890652e-05,0.028186061967534731254,0.9720128208462553987,0.097230145322789077178,-0.06932952606964017106,-0.11233928978952548161,0.46912753883750268891,-0.12696701676439564599,0.031011744354358064535,0.94492099754808900336,0.094514883070669908349,-0.067434876394262210919,0.00986947819172237506,-0.006948337454274183117,0.0051061512347104079726
43,5.2040973411595160597e-06,0.010750259158750628818,0.97833459629608898744,0.12273675758032408234,-0.11420946790144503868,0.019269705341474697297,0.27346855083092513894,-0.10928000375659654986,0.040320629610967724521,0.95716970811810520026,0.12007825806132348123,-0.11173660863835520318,0.015094903970538203417,-0.014017966674362647081,0.013074273049257985682
44,0.00081328592332529552403,0.057905286586038259844,1.7115958742740842169,0.64685354023379326716,0.53526126638198656682,-0.1568945005765577938,0.10037438564991940648,0.062982615112267117952,-0.030558035343396773575,2.9304346253020780999,1.1070225731536627034,0.91635663145726264922,0.41894851202744476382,0.34621247698702772855,0.28728867164593768768
46,1.0345357001789443456e-05,0.013517165284073946047,1.3676517440224804645,0.10587032368175464114,0.41238658471800448968,-0.0054273306009532855734,0.44390055938280231773,-0.14324231811092294486,0.13086528630764246439,1.8705136174047587438,0.14479076433887339004,0.56400371605921928442,0.011251458066046072029,0.043655020779195662095,0.17011661297437150053
48,2.3602942210496477575e-06,0.0082596030870359087722,1.9942168695311088822,0.78065587105896172559,0.55237660472561855851,0.043145213655308357892,0.19091635905344417345,-0.064855100463332010508,0.0084637178872462529716,3.9769065798008704782,1.5567978087996912073,1.1015595158265369946,0.60945092077084461746,0.43121599233376489702,0.30515834018522136617
49,1.0163500907845171361e-05,0.013437492669210855667,1.0725646011729257356,0.14300098312856049376,1.1336027815093614457,0.16268610273120007181,-0.096510604138708905309,0.18215828982255602431,0.021314707275361655797,1.1504357988954079239,0.1533743097691743773,1.2158604456041195441,0.020497769043498394875,0.16210491279863925573,1.2851011596386627822
50,1.4269093875010912549e-05,0.015046515214664112764,1.3467603354413764105,0.14516311595103104093,0.033664712319576753363,-0.051543518121519464603,0.57463283263283382318,0.4122624915765907283,0.10637036942578177723,1.8138118937146008314,0.19549281061618647981,0.04533344672599263353,0.021134035331808315866,0.0048817416460539241052,0.0011929726770743230829
51,9.0310010960679881265e-06,0.012918609237950932564,1.5795444600366339571,0.47127607779094343732,0.88286735784397607496,-0.030425269961173971589,0.072926030736030308943,-0.036856368360895890024,0.049641557720018936184,2.4950040841981828699,0.74439873030497516471,1.3945262796763582269,0.22214183805711676389,0.4160761902760764519,0.77950244976310012479
53,1.0464735988612758504e-05,0.01356895979391011843,0.96837855851418130904,0.06602624595914376171,0.050268993960946035948,0.025199231550622938625,0.10139822033203521601,0.034600935532348942036,0.076614467840825054012,0.93780140636213549232,0.063934579338574229479,0.048679348132395827697,0.0044055246455878046413,0.0033203878322582286442,0.0025759892228133887161
54,7.8032104510717419961e-06,0.012304431991571343485,1.2032349270151412313,0.2291560694456833136,0.73626723306408814462,0.29282735324646458341,-0.37951597916148482881,-0.16252039731684933543,0.0063923142601397392459,1.4478124611451834713,0.27572574350711492874,0.88589946725260415583,0.052552523414241623934,0.16872053557561841886,0.54213396517872536329
55,5.8385706741796790007e-06,0.011170500802352939171,1.031616158584680365,0.12927476344791827279,0.83833823241930349734,0.0159427043415638868,0.12371618299097947302,0.11382307067733526962,0.033068098984417829134,1.0642606815904829265,0.13336260000759059263,0.86484071176154686533,0.016750967173407318306,0.10837613608433611934,0.70284889913015125007
58,2.4759644680173272819e-06,0.0083923824365174596457,1.2940783736857661701,0.30203468127476834626,0.97155472334394732403,-0.020070210254603280953,0.24348410532394293426,-0.039499094788464875205,0.035935737007069201709,1.6746623810278979949,0.39085262041294360769,1.2572694414951079978,0.09125348451782890058,0.29344784765514436709,0.94394473808800560821
64,8.6163570996844751637e-06,0.012717791287677015014,1.0780649887586966074,0.21048722193222488275,1.0160606015760356158,0.19077227533308832585,-0.22818458245870110179,0.10625746203509191246,0.026157741402481043264,1.1622697411186433403,0.22691941502900420113,1.095378415574637776,0.044345111190256115974,0.21386637918812598236,1.0324241138052838718
65,4.6788676104219684484e-07,0.0048159730637602230982,1.3789023153685411316,0.39030176461057197734,0.43877807291515380506,0.020268598740262617347,0.16917912706440477177,-0.087329234284621193307,0.048965290678534098556,1.9013834939995994944,0.53818767221914765031,0.60503286219378926702,0.15234214452883743096,0.17125741395225527186,0.19255169053687068437
66,3.5903672352107323632e-05,0.020465235860763764109,1.468746121416817596,0.49679417364882133556,0.86384781919164244091,-0.17701280536286484457,0.20850445570494047232,-0.059933481337282150381,0.027314111457085482604,2.1574188306222734646,0.7296436061013704677,1.2687852104635335415,0.2468591435451446825,0.42914815093493330345,0.74631929716009959286
67,4.8056277772383364135e-05,0.02255384059613063652,1.4197697834640778947,0.53274147652206516046,0.52189782175385812657,-0.28497441750424074014,0.01352059599780317499,-0.073637410884127868504,0.028445729986155476182,2.01586333495519332,0.75637165054547372822,0.74097063425250064839,0.28391576050997324732,0.2780442374992386223,0.27249139118454707154
69,5.7105094831665391191e-05,0.023888859485364812713,1.421288505064817409,0.5324870390975273704,0.52271759316017663011,-0.28182631896190962761,0.014952768007104934658,-0.06970192670479910535,0.023806156081315206496,2.0201939075372767896,0.75682090457904671599,0.74293240377329106128,0.28365357190384443697,0.27834870520457849485,0.27336130872531144709
70,2.2091659930480104081e-05,0.017406571832268735722,0.93757401998041989266,0.19356493915010222762,0.81863173692569501938,0.072818534805998869075,0.1634747155922315065,0.043117475255700365988,0.057206515412187561309,0.87911613126710153043,0.18148065752754258262,0.76752958366888790476,0.037531824638453281651,0.15845548059581529565,0.67023215468077890211
73,1.0278109888924036059e-05,0.013487813404160059125,1.2050714320034983107,0.58259663278239615103,0.015497880036572752108,-0.12262561950226706642,-0.20303884755215373392,0.00038569990940465957675,0.016938864018396136701,1.452243276704996422,0.70207444594070245181,0.018679545614040983514,0.33946099272190727314,0.0090263308564965324954,0.00029184801753630274738
74,5.80984832671738356e-05,0.024026585815033186383,1.0985166959236170037,0.17671273210134258447,0.57462410767180527316,0.20036209644873587132,0.088571751472345527922,-0.16749452041420490045,0.016310869776863436836,1.2068579105637633475,0.19415291812953097694,0.63121097210364962571,0.031336620126400274722,0.10154088181946639702,0.33036650142510054495
75,8.3936960738440819689e-05,0.027161570457530176403,1.9827459203635360296,0.62353106180361494992,0.8809867674480442723,-0.0085965887283851807887,0.026834467703991771864,0.0053862152435789519,-0.021333543061554164494,3.93139642927740951,1.236296047374763285,1.7467599129979358707,0.38904429130610357346,0.54934842761002744549,0.77628416035009728535
76,3.0563332309395174202e-06,0.0090026568787991076426,1.3873028272281917594,0.28403940622007400885,1.002836426202073028,-0.15915485023777140028,0.29894281635376435124,-0.02118669084046215928,0.016482194075949883894,1.9246362883433330015,0.39404865207391109871,1.3912382304902719543,0.08070483917353260539,0.28484491099875958176,1.005707112265136427
77,1.4545543628438598087e-05,0.015143064865831872695,1.5074384505922229227,0.70256489019179901856,0.74541597758022160036,-0.025300335756669532772,-0.072428507110944756464,-0.03323902776722424679,-0.015698750846093938865,2.2724258377715380597,1.0590677853903760486,1.1236669394890659301,0.49365346752123046015,0.5237026971430630562,0.55569836734869704209
79,0.00015823885636218970943,0.033553784329547482745,1.5368162159134828304,0.32998783207416154672,-0.020451327973268970672,0.090301344512314238311,0.22399395218758907933,-0.038571031465674796013,0.052542448769076280368,2.3620100068873051136,0.50710837246864548522,-0.031392405767720302223,0.10909884921355608722,-0.0068240894632253593088,0.00080848934515495693345
80,1.4700779510563009595e-05,0.015196745306162651873,1.4604978510500605804,0.27913995899597482397,0.24694451772869480122,-0.10460504498085465563,0.0013633193550552293472,-0.32644688696655654869,0.050596942978497025378,2.1331031916643317103,0.4076826598924152556,0.36067001352391730995,0.077972094497032837235,0.068930785097188862487,0.061051794634963393871
82,1.4082959568205606626e-05,0.014980803507109011902,1.0012547503478774757,0.10712587365592234068,-0.21406799246551797,0.057484883371456255152,0.14550866958963054598,0.042476288680745960535,0.063396954677581301985,1.0025624740096830134,0.10726055402447767784,-0.214335675667379294,0.011527387827101630291,-0.022930983409809979623,0.045884182747109383826
83,1.9413650415155485985e-05,0.016672710088123710026,1.0993221297534252479,0.11316501731755623794,0.57785845841019800595,-0.23083612505097414469,0.34336649805591806794,0.1433723913824573315,0.030939665071943293212,1.208568117578007195,0.12441828490170196708,0.63524960686880138638,0.012871064526230924924,0.065391518652673327749,0.33399553926033836992
84,9.7108493068814252141e-06,0.013234967174417269081,1.099080500096112134,0.11391329033438876706,0.57840658711906445255,-0.21181478376977153077,0.35279869087853288345,0.15415106458162400327,0.044216601806332640756,1.2080231435230563974,0.12520549991130713874,0.63571480333913921168,0.013017862627666463779,0.065886367923191815898,0.33460591594972893814
86,2.1378254940170222671e-05,0.017217148057828517843,1.9406541767007616794,0.018211391532406858568,0.89538229926219226051,0.5414002931096753013,0.02468138847398565483,0.030317967098506280743,0.22611702532827590573,3.7662096062234491356,0.0353320027815293633,1.7376303113020958868,0.00039981256712445724551,0.016288492829626795982,0.80178465528149389652
88,6.5538232757340138509e-06,0.011609193207056993369,1.5329434056250985652,0.27722006738964527495,0.62481354823279400268,0.17653007279024401921,0.039507316211828923114,0.27269628374198401355,0.12786327280779888338,2.3499502054929681805,0.42495811146322043372,0.95780178327706744223,0.076891610372908980597,0.17321004708557180551,0.39042540355867155766
89,1.3549265472180808633e-05,0.014789121636516685404,0.85332991964404136809,0.35805424804719648835,0.82673455715298738156,0.065635152475898780877,0.072074761117642036079,0.018629424402296871494,0.0096345097717902058315,0.72822671599541322074,0.30553469109731873354,0.70547330946992736767,0.12825703982479219611,0.29601190100863100652,0.68354224059787105361
90,0.00016698130183937271603,0.03416067244660973834,1.5482770762201727432,0.65678608393714288383,0.62339908712985825368,-0.011139761120809190537,-0.051840779672144170209,0.0054490429799095149374,-0.026628411252500761019,2.3974935707779607696,1.0168656142264949072,0.96513444403504977664,0.43154141940555396095,0.40941664389828030801,0.38889748707049426324
92,0.00055594056549632619134,0.051008973635120573309,0.57834712885747219246,0.48608484555542535999,0.45103570031587275624,-0.07538214007036397879,0.084187328745842629485,0.0096587736547482667265,-0.048836313541669999772,0.33510715213735048357,0.28120623831750629629,0.26067185425714828328,0.23660293858204703432,0.21922650146481387212,0.20427663242345531214
93,1.5475793921288445628e-05,0.015459238932898260524,1.3468306452825329345,0.14514234211218132731,0.03357220678247399559,-0.046962748559967175399,0.57260373870707226285,0.41093781883955921019,0.10399542842787744268,1.8140032366910543438,0.19547454504910585782,0.045210692190354992426,0.021130949607990136968,0.0048672674047588035048,0.0011899252420312139613
96,4.1713394990507246638e-05,0.021514386987768963772,0.97797743385711888298,0.045489964112393935225,0.48128642618781519724,-0.21056812823976861493,0.23623632755824555685,0.15476155242805503254,0.095077040352598451989,0.95652047830063358091,0.044499259478843374016,0.47067383856069677783,0.0022105704297240781793,0.021911782794201393326,0.23174151192592942761
97,2.7963407435399078492e-05,0.018829284918172740915,1.0920563679373707089,0.072738535856806646462,0.63592839769638609404,-0.062006364504476926824,0.047250758531882951219,-0.11056512653168147631,0.0066655652113524321151,1.1926889058148009148,0.079385881435542413054,0.69441495199884450962,0.0053918977211216351578,0.046322345667288586379,0.40453008671376194938
98,1.8027041697316059654e-05,0.016265919475433650992,1.3309488425644377951,0.53637893169302230945,0.76009966499275705143,-0.23607679598335798432,0.05358249212373417808,0.16333906473624268396,-0.0061833025749261283019,1.7714877595954920952,0.71388985548813388426,1.0116465565686409978,0.28776150282990309304,0.40770511832117539708,0.57781985529808099766
99,1.3664007525920658789e-05,0.014830751603752408835,0.99189303478571555495,0.06691135400457359772,0.98259388824694393616,-0.47094889062397282675,0.23752363341734786251,-0.109996462097913833,0.077921064868708103668,0.98392189020042264413,0.066366193119631045061,0.97460279999457932743,0.0045191415489096217056,0.065752095953204067746,0.96556045648480948174
101,1.234734716442221365e-05,0.014338212633585614014,0.89738414887081074944,0.12159160572668155365,0.13734434912518761474,0.017185412984064136338,0.10390492782160330731,-0.0037882306856539195612,0.096035791577911533423,0.80534827527308661121,0.1091147839203820552,0.1232505007629114413,0.014836206954238732522,0.016700096371857056643,0.018913739627399193954
102,1.1872321332752943374e-05,0.014151930195929002254,1.4059641946510210708,0.37659095115232993356,0.48697887997355304712,-0.044019547310419487873,0.31152167994395163486,0.095081928481865390923,0.0087292828936992861166,1.9767786340621533725,0.52947671859518519177,0.68467455919225606031,0.14187244759075945399,0.18338888856003923711,0.23720133628126813252
103,4.1880529534323547645e-05,0.021543082849514422206,1.3378397959637029491,0.31549435369651851468,0.14130871207882400586,-0.66265515991963597209,0.004045941108503070191,0.2460144156828481532,0.034755241326601522822,1.7899716153088063297,0.42206687807013526514,0.18905066673800871579,0.099675930423447273165,0.044569478275355789432,0.020023831760036355648
104,5.1831618307853016229e-06,0.010735824081683173828,1.2472430136885122032,0.48114802620663377208,0.34796086616590810037,-0.60402130639589857175,-0.2633632001935377609,0.13922332722339855748,0.027178609825488943968,1.5556495905728806584,0.60011299549256635899,0.43398962004881430632,0.23154196069791294077,0.16742096268222039779,0.12110756331819078069
106,1.2717865614026580549e-05,0.014480221574661070183,1.4278082983675686179,0.18398365508285771663,0.35875888678202161319,0.076633985312437438719,0.32303373674050978037,-0.25604100933987949951,0.069383743333894548622,2.0386826454803008701,0.26269507286345411545,0.51225140290024251399,0.033898037696097671478,0.06600054128172162804,0.12877421459644838864
107,9.433518852779806233e-06,0.013107756675532988844,1.8868456452671464874,0.070321295392050189865,0.23089464284009308948,0.024952959622202459944,0.14279828335082214719,-0.23981617676021863006,0.18435677372081993308,3.5602378717453504464,0.13268562770142811047,0.43566763638278316328,0.0049746715039639668662,0.016240964561326728249,0.053372567484611062316
108,4.1753841773839527973e-05,0.0215213384450141966,0.59557243939295423374,0.49271902807095385723,0.53399100178767044955,-0.14276846369186932395,0.018685450040566375929,-0.0024539712594587380183,-0.039106860254672116961,0.35481732041809249667,0.29346057488213334041,0.31803663522432812361,0.24285479901030845862,0.26309729034391055036,0.28526540421850915541
112,4.291853073913783237e-06,0.010081351228502238512,1.1738732215106761902,0.50119681036895502579,0.77246339717441103723,-0.37828737975957943407,-0.042240153874660173183,0.23443111545470241008,0.0068894964954227238402,1.3780115256279295011,0.58834412533997637595,0.90677552847565812133,0.25123043920263116169,0.38716553781590284933,0.5967312772298430934
113,1.3855797538929556545e-05,0.014899818329093960853,0.83930025263950180925,0.35113897762595175367,0.42861543420917896929,0.21580959415249406641,-0.15542689324257477623,0.030776989272353564436,0.060401473434431585119,0.70448608847991212034,0.29471173780789572394,0.35974211712989562217,0.12334880043879208056,0.15050225791009938514,0.18376179730219510677
117,1.4641324780107422841e-05,0.015176230766323260679,1.0548084454993409409,0.20726208475897001104,0.26382788711501875545,0.1828189527145269444,0.079402389712310797454,-0.052832265135790354438,0.0029000003164464157462,1.1126774318706533773,0.21861364161584639909,0.27829864400558151916,0.043012377631558552926,0.054681191977857090958,0.069664563963257875034
119,9.3051410952184910463e-06,0.013048025130822699449,1.6484539594001235141,0.044945052980346990312,0.22087750531256128417,0.16078462179335878401,-0.087939122060971250394,0.13384359112001473213,0.22189196124967322521,2.7174453260889426254,0.074090008258343803549,0.36410711286541919129,0.0020630205801992723517,0.0099272600185605890805,0.048829938633160395456
121,1.0423841481451916706e-05,0.013551261614930159086,1.4326408043554401672,0.28948674181833899954,1.1181725317333226499,-0.060546892196668297692,0.11716623021374109048,0.13099769574241124093,0.09142688309277365033,2.0525082951000390707,0.41473174469994855684,1.6019322308092989182,0.083841981942036750142,0.3237007823149617991,1.2503645429702101577
122,4.9943966126815972286e-06,0.01060388004095793972,1.4042736617415212397,0.33466450297285960103,0.90390990054333197889,-0.080959746229482890123,0.14257707240822495298,-0.16374455549760411066,0.058202646314582995313,1.972017326951576166,0.46996233607215343042,1.2693382084812305788,0.11203217783702661137,0.30250400962298090723,0.81708418885123113018
123,1.6599125094782238104e-05,0.015824580144213878236,1.4368823137628519149,0.23790136605938733139,0.11874995798186396834,0.09916890541356516986,0.093515397544187237044,0.067795989368108086626,0.070948287109088944979,2.0647013109973442191,0.34180924574111115621,0.17065187673650400457,0.056682887129927091163,0.028228172257516240262,0.014155798806039704418
124,1.2372553644168517953e-05,0.014347962911728493612,1.4180606788372953631,0.53271497983289906042,0.52002708262873964529,-0.29188511139330058919,0.010551371960224240759,-0.099091036079074504284,0.054934366730780163912,2.0109490680116088868,0.75542009085054673267,0.73742644834967285838,0.28383364518175857594,0.27702859318072453609,0.27047794504265154636
126,1.3346086476543108704e-05,0.014714825234270150975,1.0828561814868620239,0.065008056026032642882,0.35417665093640099405,-0.26854229281562802534,0.32287696112899350043,0.033893029506584848587,0.038403630477944469823,1.1726315581107726871,0.070400852123797721949,0.38352838046435150376,0.0042916714803109459048,0.023020871872443660761,0.12548288578397459592
128,1.5042731739215804544e-05,0.015313672928273399515,1.7821702225504441053,0.082859394572654759825,1.1181003744493380747,0.047181088810802018774,-0.062551057306028917671,0.14364220720563786182,0.18538308568760455963,3.1761796146329190904,0.14767414367631531702,1.9926377895715599031,0.0069310956298609168597,0.092644548452495548152,1.2502068216011990032
131,1.3874856229695007752e-05,0.014906646780688643031,1.6996384957091963397,0.10898204402556155301,0.54242693003258379836,0.1270156316742154512,0.0035509153567951372461,0.055044174491651304271,0.2016167170398782682,2.8888226562344860859,0.18522754937976576572,0.92193042129493174563,0.011934610253464116025,0.059113327437245143103,0.29427869273300150121
133,9.3296588670371084556e-05,0.028135785973377975405,1.0832187344310448829,0.14673446181027802182,0.2213611186324097313,0.00031746024515937076339,0.15271332140292329105,-0.13967973550188161891,0.0018323583945437202543,1.1735685506980881865,0.15882979213528716778,0.23966226268380066977,0.021886048635593260275,0.03249822714038721333,0.049438681002004998544
